50,2.302E+02,5.439E+00,1.496E+00,1.500E+00
100,6.498E+02,6.477E+00,1.498E+00,1.504E+00
150,1.194E+03,7.085E+00,1.507E+00,1.562E+00
200,1.850E+03,7.523E+00,1.539E+00,1.723E+00
298.15,3.500E+03,8.160E+00,1.680E+00,2.234E+00
300,3.536E+03,8.171E+00,1.683E+00,2.245E+00
400,5.901E+03,8.683E+00,1.892E+00,2.778E+00
500,9.218E+03,9.129E+00,2.113E+00,3.198E+00
600,1.381E+04,9.533E+00,2.321E+00,3.506E+00
700,2.003E+04,9.905E+00,2.507E+00,3.729E+00
800,2.830E+04,1.025E+01,2.671E+00,3.893E+00
900,3.909E+04,1.057E+01,2.814E+00,4.016E+00
1000,5.293E+04,1.088E+01,2.939E+00,4.110E+00
2000,5.264E+05,1.317E+01,3.677E+00,1.861E+00
3000,2.676E+06,1.480E+01,4.461E+00,7.257E+00
4000,1.084E+07,1.620E+01,5.218E+00,7.082E+00
5000,3.571E+07,1.739E+01,5.385E+00,5.015E+00
6000,9.393E+07,1.836E+01,5.184E+00,3.464E+00
7000,2.041E+08,1.913E+01,4.867E+00,2.549E+00
8000,3.825E+08,1.976E+01,4.540E+00,2.000E+00
9000,6.414E+08,2.028E+01,4.237E+00,1.647E+00
10000,9.880E+08,2.071E+01,3.965E+00,1.404E+00
11000,1.425E+09,2.108E+01,3.724E+00,1.227E+00
12000,1.952E+09,2.139E+01,3.510E+00,1.090E+00
13000,2.566E+09,2.167E+01,3.319E+00,9.813E-01
14000,3.261E+09,2.191E+01,3.149E+00,8.920E-01
15000,4.030E+09,2.212E+01,2.996E+00,8.170E-01
16000,4.868E+09,2.231E+01,2.858E+00,7.529E-01
17000,5.767E+09,2.248E+01,2.732E+00,6.973E-01
18000,6.719E+09,2.263E+01,2.618E+00,6.485E-01
19000,7.719E+09,2.277E+01,2.513E+00,6.052E-01
20000,8.759E+09,2.289E+01,2.417E+00,5.666E-01
21000,9.834E+09,2.301E+01,2.328E+00,5.319E-01
22000,1.094E+10,2.312E+01,2.245E+00,5.006E-01
23000,1.206E+10,2.321E+01,2.169E+00,4.720E-01
24000,1.321E+10,2.330E+01,2.098E+00,4.460E-01
25000,1.437E+10,2.339E+01,2.031E+00,4.222E-01
26000,1.555E+10,2.347E+01,1.969E+00,4.003E-01
27000,1.673E+10,2.354E+01,1.910E+00,3.801E-01
28000,1.791E+10,2.361E+01,1.855E+00,3.614E-01
29000,1.910E+10,2.367E+01,1.803E+00,3.441E-01
30000,2.029E+10,2.373E+01,1.755E+00,3.280E-01
32000,2.265E+10,2.384E+01,1.664E+00,2.991E-01
34000,2.500E+10,2.394E+01,1.583E+00,2.739E-01
36000,2.731E+10,2.403E+01,1.510E+00,2.517E-01
38000,2.957E+10,2.411E+01,1.443E+00,2.321E-01
40000,3.180E+10,2.418E+01,1.382E+00,2.147E-01
42000,3.397E+10,2.425E+01,1.326E+00,1.992E-01
44000,3.609E+10,2.431E+01,1.275E+00,1.853E-01
46000,3.815E+10,2.436E+01,1.227E+00,1.728E-01
48000,4.016E+10,2.442E+01,1.183E+00,1.615E-01
50000,4.211E+10,2.446E+01,1.142E+00,1.513E-01
