50,5.000E-01,-6.931E-01,2.119E-06,3.354E-05
100,5.002E-01,-6.928E-01,2.948E-03,2.360E-02
150,5.027E-01,-6.877E-01,2.976E-02,1.668E-01
200,5.111E-01,-6.712E-01,9.476E-02,4.272E-01
298.15,5.506E-01,-5.967E-01,3.055E-01,1.043E+00
300,5.517E-01,-5.948E-01,3.101E-01,1.054E+00
400,6.245E-01,-4.707E-01,5.654E-01,1.582E+00
500,7.276E-01,-3.180E-01,8.084E-01,1.956E+00
600,8.597E-01,-1.512E-01,1.022E+00,2.212E+00
700,1.021E+00,2.052E-02,1.206E+00,2.390E+00
800,1.212E+00,1.920E-01,1.362E+00,2.516E+00
900,1.434E+00,3.603E-01,1.496E+00,2.608E+00
1000,1.689E+00,5.240E-01,1.611E+00,2.677E+00
2000,6.470E+00,1.867E+00,2.219E+00,2.892E+00
3000,1.669E+01,2.814E+00,2.433E+00,2.801E+00
4000,3.401E+01,3.527E+00,2.511E+00,2.714E+00
5000,5.985E+01,4.092E+00,2.555E+00,2.772E+00
6000,9.575E+01,4.562E+00,2.600E+00,2.873E+00
7000,1.434E+02,4.966E+00,2.642E+00,2.889E+00
8000,2.045E+02,5.321E+00,2.667E+00,2.777E+00
9000,2.800E+02,5.635E+00,2.668E+00,2.568E+00
10000,3.706E+02,5.915E+00,2.646E+00,2.310E+00
11000,4.760E+02,6.165E+00,2.603E+00,2.042E+00
12000,5.956E+02,6.390E+00,2.545E+00,1.789E+00
13000,7.283E+02,6.591E+00,2.478E+00,1.562E+00
14000,8.728E+02,6.772E+00,2.406E+00,1.364E+00
15000,1.028E+03,6.935E+00,2.330E+00,1.194E+00
16000,1.192E+03,7.083E+00,2.255E+00,1.048E+00
17000,1.363E+03,7.218E+00,2.180E+00,9.247E-01
18000,1.541E+03,7.340E+00,2.107E+00,8.194E-01
19000,1.724E+03,7.452E+00,2.037E+00,7.295E-01
20000,1.910E+03,7.555E+00,1.970E+00,6.525E-01
21000,2.099E+03,7.649E+00,1.905E+00,5.863E-01
22000,2.291E+03,7.737E+00,1.844E+00,5.292E-01
23000,2.483E+03,7.817E+00,1.786E+00,4.795E-01
24000,2.676E+03,7.892E+00,1.730E+00,4.363E-01
25000,2.869E+03,7.962E+00,1.678E+00,3.984E-01
26000,3.061E+03,8.027E+00,1.628E+00,3.650E-01
27000,3.252E+03,8.087E+00,1.581E+00,3.355E-01
28000,3.442E+03,8.144E+00,1.536E+00,3.094E-01
29000,3.630E+03,8.197E+00,1.493E+00,2.861E-01
30000,3.815E+03,8.247E+00,1.452E+00,2.653E-01
32000,4.180E+03,8.338E+00,1.377E+00,2.298E-01
34000,4.535E+03,8.420E+00,1.309E+00,2.009E-01
36000,4.878E+03,8.493E+00,1.247E+00,1.770E-01
38000,5.210E+03,8.558E+00,1.190E+00,1.571E-01
40000,5.531E+03,8.618E+00,1.138E+00,1.403E-01
42000,5.839E+03,8.672E+00,1.090E+00,1.261E-01
44000,6.137E+03,8.722E+00,1.046E+00,1.139E-01
46000,6.423E+03,8.768E+00,1.005E+00,1.034E-01
48000,6.698E+03,8.810E+00,9.672E-01,9.421E-02
50000,6.963E+03,8.848E+00,9.321E-01,8.622E-02
