50,8.492E+01,4.442E+00,9.840E-01,1.000E+00
100,1.685E+02,5.127E+00,9.920E-01,1.000E+00
150,2.521E+02,5.530E+00,9.947E-01,1.000E+00
200,3.356E+02,5.816E+00,9.961E-01,1.000E+00
298.15,4.998E+02,6.214E+00,9.985E-01,1.010E+00
300,5.029E+02,6.220E+00,9.985E-01,1.010E+00
400,6.708E+02,6.508E+00,1.006E+00,1.054E+00
500,8.410E+02,6.735E+00,1.023E+00,1.135E+00
600,1.016E+03,6.923E+00,1.050E+00,1.234E+00
700,1.197E+03,7.088E+00,1.083E+00,1.334E+00
800,1.387E+03,7.235E+00,1.121E+00,1.426E+00
900,1.586E+03,7.369E+00,1.159E+00,1.506E+00
1000,1.796E+03,7.493E+00,1.197E+00,1.576E+00
2000,4.546E+03,8.422E+00,1.487E+00,1.899E+00
3000,8.581E+03,9.057E+00,1.643E+00,1.999E+00
4000,1.396E+04,9.544E+00,1.739E+00,2.056E+00
5000,2.074E+04,9.940E+00,1.808E+00,2.111E+00
6000,2.899E+04,1.027E+01,1.865E+00,2.192E+00
7000,3.880E+04,1.057E+01,1.920E+00,2.317E+00
8000,5.033E+04,1.083E+01,1.979E+00,2.479E+00
9000,6.378E+04,1.106E+01,2.045E+00,2.655E+00
10000,7.940E+04,1.128E+01,2.114E+00,2.812E+00
11000,9.743E+04,1.149E+01,2.183E+00,2.924E+00
12000,1.181E+05,1.168E+01,2.247E+00,2.978E+00
13000,1.417E+05,1.186E+01,2.304E+00,2.971E+00
14000,1.684E+05,1.203E+01,2.349E+00,2.909E+00
15000,1.983E+05,1.220E+01,2.383E+00,2.805E+00
16000,2.315E+05,1.235E+01,2.406E+00,2.670E+00
17000,2.679E+05,1.250E+01,2.417E+00,2.518E+00
18000,3.076E+05,1.264E+01,2.418E+00,2.357E+00
19000,3.505E+05,1.277E+01,2.410E+00,2.194E+00
20000,3.965E+05,1.289E+01,2.396E+00,2.036E+00
21000,4.455E+05,1.301E+01,2.375E+00,1.884E+00
22000,4.972E+05,1.312E+01,2.349E+00,1.742E+00
23000,5.516E+05,1.322E+01,2.320E+00,1.609E+00
24000,6.084E+05,1.332E+01,2.288E+00,1.487E+00
25000,6.675E+05,1.341E+01,2.253E+00,1.375E+00
26000,7.287E+05,1.350E+01,2.218E+00,1.272E+00
27000,7.918E+05,1.358E+01,2.181E+00,1.178E+00
28000,8.565E+05,1.366E+01,2.143E+00,1.093E+00
29000,9.228E+05,1.374E+01,2.106E+00,1.016E+00
30000,9.905E+05,1.381E+01,2.068E+00,9.450E-01
32000,1.129E+06,1.394E+01,1.994E+00,8.220E-01
34000,1.272E+06,1.406E+01,1.922E+00,7.195E-01
36000,1.416E+06,1.416E+01,1.853E+00,6.337E-01
38000,1.563E+06,1.426E+01,1.787E+00,5.615E-01
40000,1.710E+06,1.435E+01,1.724E+00,5.003E-01
42000,1.858E+06,1.443E+01,1.664E+00,4.481E-01
44000,2.004E+06,1.451E+01,1.608E+00,4.033E-01
46000,2.150E+06,1.458E+01,1.555E+00,3.647E-01
18000,2.295E+06,1.465E+01,1.504E+00,3.312E-01
50000,2.438E+06,1.471E+01,1.457E+00,3.020E-01
