50,1.782E+01,2.880E+00,9.810E-01,1.000E+00
100,3.531E+01,3.564E+00,9.906E-01,1.000E+00
150,5.280E+01,3.966E+00,9.939E-01,1.001E+00
200,7.029E+01,4.253E+00,9.956E-01,1.001E+00
298.15,1.046E+02,4.651E+00,9.975E-01,1.003E+00
300,1.053E+02,4.657E+00,9.976E-01,1.003E+00
400,1.403E+02,4.944E+00,1.000E+00,1.017E+00
500,1.755E+02,5.168E+00,1.007E+00,1.056E+00
600,2.111E+02,5.353E+00,1.020E+00,1.119E+00
700,2.474E+02,5.511E+00,1.010E+00,1.196E+00
800,2.847E+02,5.652E+00,1.064E+00,1.277E+00
900,3.233E+02,5.779E+00,1.092E+00,1.356E+00
1000,3.633E+02,5.895E+00,1.122E+00,1.429E+00
2000,8.651E+02,6.763E+00,1.396E+00,1.827E+00
3000,1.577E+03,7.363E+00,1.564E+00,1.957E+00
4000,2.513E+03,7.829E+00,1.671E+00,2.022E+00
5000,3.680E+03,8.211E+00,1.746E+00,2.069E+00
6000,5.086E+03,8.534E+00,1.804E+00,2.115E+00
7000,6.741E+03,8.816E+00,1.853E+00,2.188E+00
8000,8.661E+03,9.067E+00,1.902E+00,2.326E+00
9000,1.087E+04,9.294E+00,1.962E+00,2.572E+00
10000,1.342E+04,9.505E+00,2.041E+00,2.950E+00
11000,1.638E+04,9.704E+00,2.145E+00,3.445E+00
12000,1.985E+04,9.896E+00,2.276E+00,4.002E+00
13000,2.396E+04,1.008E+01,2.430E+00,4.539E+00
14000,2.886E+04,1.027E+01,2.597E+00,4.973E+00
15000,3.472E+04,1.046E+01,2.766E+00,5.246E+00
16000,4.172E+04,1.064E+01,2.924E+00,5.337E+00
17000,5.003E+04,1.082E+01,3.065E+00,5.257E+00
18000,5.981E+04,1.100E+01,3.181E+00,5.043E+00
19000,7.121E+04,1.117E+01,3.271E+00,4.735E+00
20000,8.437E+04,1.134E+01,3.336E+00,4.375E+00
21000,9.939E+04,1.151E+01,3.376E+00,3.995E+00
22000,1.164E+05,1.166E+01,3.396E+00,3.619E+00
23000,1.353E+05,1.182E+01,3.398E+00,3.260E+00
24000,1.563E+05,1.196E+01,3.385E+00,2.928E+00
25000,1.794E+05,1.210E+01,3.360E+00,2.627E+00
26000,2.046E+05,1.223E+01,3.327E+00,2.356E+00
27000,2.318E+05,1.235E+01,3.286E+00,2.115E+00
28000,2.610E+05,1.247E+01,3.241E+00,1.902E+00
29000,2.922E+05,1.259E+01,3.191E+00,1.713E+00
30000,3.253E+05,1.269E+01,3.139E+00,1.547E+00
32000,3.969E+05,1.289E+01,3.031E+00,1.272E+00
34000,4.754E+05,1.307E+01,2.921E+00,1.057E+00
36000,5.601E+05,1.324E+01,2.812E+00,8.878E-01
38000,6.502E+05,1.339E+01,2.707E+00,7.535E-01
40000,7.452E+05,1.352E+01,2.607E+00,6.457E-01
42000,8.442E+05,1.365E+01,2.511E+00,5.583E-01
44000,9.469E+05,1.376E+01,2.421E+00,4.867E-01
46000,1.052E+06,1.387E+01,2.335E+00,4.275E-01
48000,1.160E+06,1.396E+01,2.255E+00,3.781E-01
50000,1.270E+06,1.405E+01,2.179E+00,3.365E-01
