50,4.012E+00,1.389E+00,1.555E-02,7.902E-02
100,4.157E+00,1.425E+00,9.594E-02,2.352E-01
150,4.366E+00,1.474E+00,1.424E-01,2.215E-01
200,4.559E+00,1.517E+00,1.563E-01,1.747E-01
298.15,4.851E+00,1.579E+00,1.499E-01,1.056E-01
300,4.855E+00,1.580E+00,1.496E-01,1.047E-01
400,5.058E+00,1.621E+00,1.332E-01,6.710E-02
500,5.202E+00,1.649E+00,1.177E-01,4.612E-02
600,5.308E+00,1.669E+00,1.046E-01,3.348E-02
700,5.390E+00,1.685E+00,9.385E-02,2.535E-02
800,5.455E+00,1.696E+00,8.492E-02,1.983E-02
900,5.507E+00,1.706E+00,7.746E-02,1.593E-02
1000,5.550E+00,1.714E+00,7.116E-02,1.307E-02
2000,5.761E+00,1.751E+00,3.905E-02,4.714E-03
3000,5.840E+00,1.765E+00,3.019E-02,2.820E-02
4000,5.895E+00,1.774E+00,3.811E-02,1.033E-01
5000,5.958E+00,1.785E+00,6.130E-02,2.062E-01
6000,6.042E+00,1.799E+00,9.372E-02,3.022E-01
7000,6.146E+00,1.816E+00,1.289E-01,3.734E-01
8000,6.267E+00,1.835E+00,1.625E-01,4.168E-01
9000,6.399E+00,1.856E+00,1.920E-01,4.364E-01
10000,6.539E+00,1.878E+00,2.167E-01,4.385E-01
11000,6.682E+00,1.899E+00,2.365E-01,4.289E-01
12000,6.825E+00,1.921E+00,2.519E-01,4.121E-01
13000,6.968E+00,1.941E+00,2.634E-01,3.912E-01
14000,7.107E+00,1.961E+00,2.717E-01,3.684E-01
15000,7.243E+00,1.980E+00,2.774E-01,3.452E-01
16000,7.375E+00,1.998E+00,2.809E-01,3.225E-01
17000,7.502E+00,2.015E+00,2.827E-01,3.008E-01
18000,7.624E+00,2.031E+00,2.831E-01,2.803E-01
19000,7.742E+00,2.047E+00,2.825E-01,2.612E-01
20000,7.855E+00,2.061E+00,2.810E-01,2.434E-01
21000,7.963E+00,2.075E+00,2.788E-01,2.271E-01
22000,8.066E+00,2.088E+00,2.761E-01,2.121E-01
23000,8.165E+00,2.100E+00,2.730E-01,1.983E-01
24000,8.260E+00,2.111E+00,2.696E-01,1.856E-01
25000,8.351E+00,2.122E+00,2.660E-01,1.740E-01
26000,8.438E+00,2.133E+00,2.623E-01,1.633E-01
27000,8.521E+00,2.143E+00,2.584E-01,1.535E-01
28000,8.601E+00,2.152E+00,2.545E-01,1.445E-01
29000,8.678E+00,2.161E+00,2.506E-01,1.362E-01
30000,8.751E+00,2.169E+00,2.466E-01,1.285E-01
32000,8.889E+00,2.185E+00,2.388E-01,1.149E-01
34000,9.017E+00,2.199E+00,2.312E-01,1.033E-01
36000,9.135E+00,2.212E+00,2.238E-01,9.322E-02
38000,9.244E+00,2.224E+00,2.167E-01,8.453E-02
40000,9.346E+00,2.235E+00,2.099E-01,7.696E-02
42000,9.441E+00,2.245E+00,2.034E-01,7.033E-02
44000,9.529E+00,2.254E+00,1.972E-01,6.451E-02
46000,9.612E+00,2.263E+00,1.913E-01,5.936E-02
48000,9.689E+00,2.271E+00,1.857E-01,5.479E-02
50000,9.762E+00,2.278E+00,1.804E-01,5.072E-02
