50,1.733E+02,5.155E+00,1.079E+00,1.308E+00
100,3.898E+02,5.966E+00,1.262E+00,1.525E+00
150,6.656E+02,6.501E+00,1.385E+00,1.759E+00
200,1.009E+03,6.917E+00,1.516E+00,2.061E+00
298.15,1.944E+03,7.572E+00,1.785E+00,2.583E+00
300,1.965E+03,7.583E+00,1.790E+00,2.592E+00
400,3.408E+03,8.134E+00,2.046E+00,3.023E+00
500,5.519E+03,8.616E+00,2.278E+00,3.382E+00
600,8.519E+03,9.050E+00,2.487E+00,3.674E+00
700,1.268E+04,9.448E+00,2.674E+00,3.907E+00
800,1.832E+04,9.816E+00,2.840E+00,4.091E+00
900,2.583E+04,1.016E+01,2.988E+00,4.237E+00
1000,3.563E+04,1.048E+01,3.119E+00,4.354E+00
2000,4.082E+05,1.292E+01,3.877E+00,4.759E+00
3000,2.088E+06,1.455E+01,4.134E+00,4.434E+00
4000,6.880E+06,1.574E+01,4.124E+00,3.734E+00
5000,1.702E+07,1.665E+01,3.973E+00,3.018E+00
6000,3.449E+07,1.736E+01,3.762E+00,2.423E+00
7000,6.056E+07,1.792E+01,3.537E+00,1.963E+00
8000,9.573E+07,1.838E+01,3.317E+00,1.614E+00
9000,1.398E+08,1.876E+01,3.113E+00,1.349E+00
10000,1.922E+08,1.907E+01,2.926E+00,1.145E+00
11000,2.519E+08,1.934E+01,2.756E+00,9.870E-01
12000,3.181E+08,1.958E+01,2.603E+00,8.616E-01
13000,3.896E+08,1.978E+01,2.465E+00,7.609E-01
14000,4.655E+08,1.996E+01,2.341E+00,6.786E-01
15000,5.450E+08,2.012E+01,2.228E+00,6.106E-01
16000,6.272E+08,2.026E+01,2.125E+00,5.535E-01
17000,7.113E+08,2.038E+01,2.031E+00,5.050E-01
18000,7.969E+08,2.050E+01,1.945E+00,1.633E-01
19000,8.834E+08,2.060E+01,1.866E+00,4.272E-01
20000,9.703E+08,2.069E+01,1.793E+00,3.957E-01
21000,1.057E+09,2.078E+01,1.726E+00,3.678E-01
22000,1.144E+09,2.086E+01,1.664E+00,3.431E-01
23000,1.230E+09,2.093E+01,1.606E+00,3.210E-01
24000,1.316E+09,2.100E+01,1.552E+00,3.011E-01
25000,1.400E+09,2.106E+01,1.501E+00,2.832E-01
26000,1.484E+09,2.112E+01,1.454E+00,2.669E-01
27000,1.566E+09,2.117E+01,1.410E+00,2.521E-01
28000,1.647E+09,2.122E+01,1.368E+00,2.385E-01
29000,1.727E+09,2.127E+01,1.329E+00,2.261E-01
30000,1.806E+09,2.131E+01,1.292E+00,2.147E-01
32000,1.958E+09,2.140E+01,1.224E+00,1.943E-01
34000,2.105E+09,2.147E+01,1.163E+00,1.768E-01
36000,2.246E+09,2.153E+01,1.108E+00,1.617E-01
38000,2.382E+09,2.159E+01,1.058E+00,1.484E-01
40000,2.512E+09,2.164E+01,1.012E+00,1.367E-01
42000,2.636E+09,2.169E+01,9.700E-01,1.264E-01
44000,2.755E+09,2.174E+01,9.315E-01,1.172E-01
46000,2.870E+09,2.178E+01,8.959E-01,1.090E-01
48000,2.979E+09,2.181E+01,8.629E-01,1.016E-01
50000,3.084E+09,2.185E+01,8.323E-01,9.494E-02
