50,8.327E+01,4.422E+00,9.960E-01,1.000E+00
100,1.663E+02,5.114E+00,1.002E+00,1.030E+00
150,2.509E+02,5.525E+00,1.039E+00,1.227E+00
200,3.419E+02,5.835E+00,1.124E+00,1.542E+00
298.15,5.592E+02,6.326E+00,1.364E+00,2.145E+00
300,5.639E+02,6.335E+00,1.369E+00,2.155E+00
400,8.665E+02,6.764E+00,1.628E+00,2.633E+00
500,1.279E+03,7.154E+00,1.868E+00,3.012E+00
600,1.834E+03,7.514E+00,2.085E+00,3.320E+00
700,2.567E+03,7.850E+00,2.280E+00,3.574E+00
800,3.521E+03,8.167E+00,2.456E+00,3.783E+00
900,4.746E+03,8.465E+00,2.613E+00,3.956E+00
1000,6.297E+03,8.748E+00,2.755E+00,4.099E+00
2000,5.794E+04,1.097E+01,3.615E+00,4.661E+00
3000,2.699E+05,1.251E+01,3.935E+00,4.385E+00
4000,8.454E+05,1.365E+01,3.968E+00,3.728E+00
5000,2.028E+06,1.452E+01,3.854E+00,3.092E+00
6000,4.036E+06,1.521E+01,3.689E+00,2.677E+00
7000,7.041E+06,1.577E+01,3.531E+00,2.530E+00
8000,1.119E+07,1.623E+01,3.408E+00,2.605E+00
9000,1.663E+07,1.663E+01,3.330E+00,2.806E+00
10000,2.356E+07,1.698E+01,3.289E+00,3.031E+00
11000,3.221E+07,1.729E+01,3.274E+00,3.201E+00
12000,4.281E+07,1.757E+01,3.271E+00,3.276E+00
13000,5.563E+07,1.783E+01,3.271E+00,3.251E+00
14000,7.088E+07,1.808E+01,3.267E+00,3.144E+00
15000,8.877E+07,1.830E+01,3.253E+00,2.978E+00
16000,1.094E+08,1.851E+01,3.230E+00,2.780E+00
17000,1.330E+08,1.871E+01,3.197E+00,2.568E+00
18000,1.595E+08,1.889E+01,3.156E+00,2.358E+00
19000,1.889E+08,1.906E+01,3.109E+00,2.157E+00
20000,2.213E+08,1.921E+01,3.057E+00,1.971E+00
21000,2.565E+08,1.936E+01,3.001E+00,1.802E+00
22000,2.945E+08,1.950E+01,2.943E+00,1.650E+00
23000,3.353E+08,1.963E+01,2.884E+00,1.514E+00
24000,3.786E+08,1.975E+01,2.824E+00,1.393E+00
25000,4.243E+08,1.987E+01,2.764E+00,1.286E+00
26000,4.723E+08,1.997E+01,2.706E+00,1.190E+00
27000,5.226E+08,2.007E+01,2.648E+00,1.106E+00
28000,5.748E+08,2.017E+01,2.592E+00,1.031E+00
29000,6.289E+08,2.026E+01,2.537E+00,9.638E-01
30000,6.848E+08,2.034E+01,2.483E+00,9.039E-01
32000,8.011E+08,2.050E+01,2.381E+00,8.018E-01
34000,9.229E+08,2.064E+01,2.286E+00,7.185E-01
36000,1.049E+09,2.077E+01,2.197E+00,6.497E-01
38000,1.179E+09,2.089E+01,2.114E+00,5.921E-01
40000,1.311E+09,2.099E+01,2.036E+00,5.432E-01
42000,1.445E+09,2.109E+01,1.964E+00,5.012E-01
44000,1.581E+09,2.118E+01,1.897E+00,4.647E-01
46000,1.718E+09,2.126E+01,1.834E+00,4.328E-01
48000,1.855E+09,2.134E+01,1.775E+00,4.046E-01
50000,1.992E+09,2.141E+01,1.720E+00,3.795E-01
